serial_no,reviewer_name,room_type,period_of_stay,traveler_type,review_score_numerator,review_score_denominator,review_score_description,review_date,review_text,extraction_timestamp,review_detected_lang,review_translated
315,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Bay Suite King Gardens By The Bay View,Stayed in March 2025,Couple,7.5,/10,,"Posted March 13, 2025","I booked a suite, and the facilities and location were great.
However, the service was disorganized and needed a lot of improvement.
Because it was a suite, club benefits were included, but I didn't receive a detailed explanation until I asked.
The fitness center was too far away, and I wasn't told about the available programs at check-in.
I booked an airport limousine, but I was told to pick up at Tower 1. It took a long time to confirm my reservation. I wasn't given specific instructions on where and what car to pick up, and was told to pick up at Tower 1. I had to ask around to find the agreed-upon time. The car was waiting at Tower 3, so I waited there and then boarded.",2025-09-08 22:41:43,en,"I booked a suite, and the facilities and location were great.
However, the service was disorganized and needed a lot of improvement.
Because it was a suite, club benefits were included, but I didn't receive a detailed explanation until I asked.
The fitness center was too far away, and I wasn't told about the available programs at check-in.
I booked an airport limousine, but I was told to pick up at Tower 1. It took a long time to confirm my reservation. I wasn't given specific instructions on where and what car to pick up, and was told to pick up at Tower 1. I had to ask around to find the agreed-upon time. The car was waiting at Tower 3, so I waited there and then boarded."
316,L‍E‍E,Sands Family Suite,Stayed in March 2025,Family,10.0,/10,Outstanding,"Posted March 4, 2025","I received the best service from the premium service team dedicated to the suite. A very friendly dedicated staff member personally took me to the room and explained in detail about the suite and how to use the hotel for about 20 minutes. 

The facilities and items were all the best, and the balcony was so big that I was surprised. However, because it was a large room, the floor was low. ㅠ
The comfort of the bed was the best I've ever used, and the bathroom products were all Jo Malone, and the hair dryer was Dyson. 

When I asked what we were celebrating, I said it was my son's birthday, and they provided high-end champagne, chocolate, and cake. They even sang a congratulatory song. 

Above all, the Marina Bay Sands infinity pool was the best, and the breakfast buffet was the best I've ever had, and all of these methods were convenient. 
The limousine that took us to the airport was a luxury limousine that only our family used, and a dedicated staff member came out at the departure time and helped us board, and the hotel staff who were at the airport in advance helped us check in. I heard that it is a hotel that you must stay at at least once in your life. It seems like it will be an unforgettable trip with shopping, food, facilities, and even the kindness of the staff. 

One thing that was disappointing was that the check-in process took too long.",2025-09-08 22:41:44,en,"I received the best service from the premium service team dedicated to the suite. A very friendly dedicated staff member personally took me to the room and explained in detail about the suite and how to use the hotel for about 20 minutes. 

The facilities and items were all the best, and the balcony was so big that I was surprised. However, because it was a large room, the floor was low. ㅠ
The comfort of the bed was the best I've ever used, and the bathroom products were all Jo Malone, and the hair dryer was Dyson. 

When I asked what we were celebrating, I said it was my son's birthday, and they provided high-end champagne, chocolate, and cake. They even sang a congratulatory song. 

Above all, the Marina Bay Sands infinity pool was the best, and the breakfast buffet was the best I've ever had, and all of these methods were convenient. 
The limousine that took us to the airport was a luxury limousine that only our family used, and a dedicated staff member came out at the departure time and helped us board, and the hotel staff who were at the airport in advance helped us check in. I heard that it is a hotel that you must stay at at least once in your life. It seems like it will be an unforgettable trip with shopping, food, facilities, and even the kindness of the staff. 

One thing that was disappointing was that the check-in process took too long."
317,P‍a‍b‍l‍u‍m,Sands Premier King,Stayed in March 2025,Family,10.0,/10,Outstanding,"Posted March 4, 2025","Excellent service, very new hotel facilities
Location and view
The room facilities are clean and stylish. I would like to stay in this hotel again.",2025-09-08 22:41:45,en,"Excellent service, very new hotel facilities
Location and view
The room facilities are clean and stylish. I would like to stay in this hotel again."
318,L‍I‍ ‍C‍H‍I‍U‍N,Sands Premier Double Queen,Stayed in August 2025,Family,9.5,/10,Amazing,"Posted September 1, 2025","The room rates are too high, and the randomly assigned room type is on a lower floor. You can't choose a city center room, and even if there are available rooms, they won't give them to you. This trip was for three generations of our family, three rooms in total, and we didn't get any special service. It was a very bad experience.",2025-09-08 22:41:46,en,"The room rates are too high, and the randomly assigned room type is on a lower floor. You can't choose a city center room, and even if there are available rooms, they won't give them to you. This trip was for three generations of our family, three rooms in total, and we didn't get any special service. It was a very bad experience."
319,X‍i‍u‍f‍u,Sands Premier King Gardens By The Bay View,Stayed in February 2025,Family,9.5,/10,Amazing,"Posted February 27, 2025",I wanted to stay at this hotel because it is one of Singapore's most famous hotels. The garden view was good enough. The view from the pool was also great. I was lucky to be able to check in at 12:30 because the room had already been cleaned. They also helped me out by storing my luggage after check-out.,2025-09-08 22:41:47,en,I wanted to stay at this hotel because it is one of Singapore's most famous hotels. The garden view was good enough. The view from the pool was also great. I was lucky to be able to check in at 12:30 because the room had already been cleaned. They also helped me out by storing my luggage after check-out.
320,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in March 2025,Business traveller,9.0,/10,Great,"Posted March 15, 2025","The infinity pool is beautiful, but the high-floor rooms cannot meet the requirements",2025-09-08 22:41:48,en,"The infinity pool is beautiful, but the high-floor rooms cannot meet the requirements"
321,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in August 2025,Couple,10.0,/10,Outstanding,"Posted August 22, 2025",Everything was perfect! We received a free upgrade to a Paiza Suite – it was simply perfect. We thoroughly enjoyed our stay.,2025-09-08 22:41:54,en,Everything was perfect! We received a free upgrade to a Paiza Suite – it was simply perfect. We thoroughly enjoyed our stay.
322,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King Gardens By The Bay View,Stayed in February 2025,Couple,10.0,/10,Outstanding,"Posted May 7, 2025","Great, expensive but worth a visit! Rooms are great, view is great, food is above average.",2025-09-08 22:41:54,en,"Great, expensive but worth a visit! Rooms are great, view is great, food is above average."
323,지‍튜‍브,Sands Premier King Gardens By The Bay View,Stayed in February 2025,Family,10.0,/10,Outstanding,"Posted February 17, 2025","The Marina Bay Sands, where our family of three stayed, was spacious and clean enough. 
The view of Gardens by the Bay was amazing from the room. 
All the amenities were sufficient and all the facilities were perfect. The swimming pool on the top floor was also great. The dinner at the restaurant on the top floor was fantastic and the breakfast on the first floor was also very generous. It was easy to catch a taxi in the lobby and it was convenient to move to other tourist attractions in Singapore. 
And when we left the room for swimming, they cleaned it up. Our messy belongings were neatly organized and the amenities we used were added. 
I will stay here again next time.",2025-09-08 22:41:54,en,"The Marina Bay Sands, where our family of three stayed, was spacious and clean enough. 
The view of Gardens by the Bay was amazing from the room. 
All the amenities were sufficient and all the facilities were perfect. The swimming pool on the top floor was also great. The dinner at the restaurant on the top floor was fantastic and the breakfast on the first floor was also very generous. It was easy to catch a taxi in the lobby and it was convenient to move to other tourist attractions in Singapore. 
And when we left the room for swimming, they cleaned it up. Our messy belongings were neatly organized and the amenities we used were added. 
I will stay here again next time."
324,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier King,Stayed in February 2025,Family,10.0,/10,Outstanding,"Posted February 11, 2025","From the time I arrived at the hotel until I left the hotel, I had nothing to worry about. 
I was able to use the temporary key before check-in, and I was able to completely relax until the next day, including the pool and observatory. I am glad that I made the best choice.",2025-09-08 22:41:56,en,"From the time I arrived at the hotel until I left the hotel, I had nothing to worry about. 
I was able to use the temporary key before check-in, and I was able to completely relax until the next day, including the pool and observatory. I am glad that I made the best choice."
325,G‍u‍e‍s‍t‍ ‍U‍s‍e‍r,Sands Premier Double Queen,Stayed in August 2025,Couple,10.0,/10,Outstanding,"Posted August 16, 2025","The view was amazing, and the hotel service was excellent. The night pool was a little cold, but the night view was beautiful. I left something behind and inquired by email, and they responded quickly and were very accommodating!",2025-09-08 22:41:57,en,"The view was amazing, and the hotel service was excellent. The night pool was a little cold, but the night view was beautiful. I left something behind and inquired by email, and they responded quickly and were very accommodating!"
